restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed
REST001132,Restaurant_1132,Delhi,Delhi_Locality_17,Cloud Kitchen,Desserts,5.0,09:00,23:00,1754,3.9,2187,3.0,814,3.45,954,Premium,45,45,36,43,24.0,23.0,10,10,290,223,210261,163811,203736,158793,58.0,42.0,Swiggy Better,Vegan Options; Family Friendly; Private Room; AC,4,True,True,False,2023-05-16,1095
REST001133,Restaurant_1133,Delhi,Delhi_Locality_4,Food Truck,Seafood,2.1,09:00,23:00,3209,4.1,1470,3.6,4466,3.85,380,Mid-Range,30,30,27,21,22.0,17.0,22,6,141,124,41792,39109,39677,37249,59.0,41.0,Swiggy Better,WiFi; AC; Dine-in,3,True,False,True,2025-06-08,341
REST001134,Restaurant_1134,Delhi,Delhi_Locality_1,Food Truck,Vietnamese,11.8,09:00,23:00,1429,3.7,2125,4.3,1447,4.0,965,Premium,79,79,44,48,19.0,22.0,8,25,106,123,82854,92582,78667,87723,55.0,45.0,Zomato Better,Takeaway; WiFi; Rooftop; Dine-in; Live Music; Private Room,6,False,False,False,2023-02-20,1180
REST001135,Restaurant_1135,Delhi,Delhi_Locality_1,Food Truck,Pan-Asian; Mexican,0.6,07:00,22:00,58,3.7,1137,3.8,1256,3.75,1166,Premium,30,30,28,13,19.0,21.0,9,15,89,91,84056,83823,82721,82458,64.0,36.0,Swiggy Better,Bar; Takeaway; Dessert Bar; Smoking Area,4,False,True,True,2021-11-28,1629
REST001136,Restaurant_1136,Delhi,Delhi_Locality_19,Food Truck,Pan-Asian; South Indian,5.2,12:00,23:00,2811,4.7,1596,4.1,2128,4.4,210,Budget,46,46,36,28,21.0,22.0,21,13,156,136,25880,22276,22292,19148,47.0,53.0,Swiggy Better,Live Music; AC; Rooftop,3,False,True,False,2023-08-04,1015
REST001137,Restaurant_1137,Delhi,Delhi_Locality_9,Food Truck,Lebanese,3.2,10:00,23:00,3083,4.6,1424,4.1,3999,4.35,1318,Luxury,36,36,27,37,21.0,19.0,25,21,157,139,163471,148393,160645,145891,52.0,48.0,Swiggy Better,WiFi; Vegan Options; Bar; AC; Rooftop,5,False,False,True,2024-09-26,596
REST001138,Restaurant_1138,Delhi,Delhi_Locality_14,Cafe,Multi-Cuisine; Pan-Asian,2.4,08:00,22:00,1434,4.2,557,4.0,3670,4.1,569,Mid-Range,31,31,29,35,19.0,22.0,15,17,180,172,82960,76337,80170,73671,58.0,42.0,Swiggy Better,Dessert Bar; Takeaway; AC; Bar; Live Music,5,True,True,False,2021-07-20,1760
REST001139,Restaurant_1139,Delhi,Delhi_Locality_2,Cafe,Thai; Chinese,1.3,07:00,23:00,1852,3.1,1037,3.7,2335,3.4,1453,Luxury,30,30,24,23,21.0,18.0,9,14,139,166,159553,197782,157468,195292,64.0,36.0,Zomato Better,Alcohol; WiFi; Takeaway; Bar; Private Room,5,True,True,False,2022-10-10,1313
REST001140,Restaurant_1140,Delhi,Delhi_Locality_7,Casual Dining,Japanese,7.5,11:00,23:00,2792,3.8,4039,3.2,4710,3.5,1286,Luxury,57,57,42,42,19.0,19.0,9,15,236,199,245831,207290,239105,201618,54.0,46.0,Swiggy Better,Bar; Family Friendly; Takeaway; Rooftop; Parking; Alcohol,6,True,True,False,2016-11-30,3453
REST001141,Restaurant_1141,Delhi,Delhi_Locality_9,Fine Dine,Biryani; Vietnamese,1.6,07:00,23:00,2985,4.0,3422,3.8,986,3.9,305,Mid-Range,30,30,26,33,16.0,12.0,13,14,169,160,43297,42944,40762,40544,44.0,56.0,Swiggy Better,Live Music; Dine-in; Rooftop; Vegan Options; Family Friendly; Parking; WiFi,7,True,False,False,2016-06-30,3606
REST001142,Restaurant_1142,Delhi,Delhi_Locality_18,Casual Dining,Biryani,12.9,09:00,22:00,3165,4.1,3965,5.0,2405,4.55,1295,Luxury,84,84,44,38,17.0,20.0,13,40,264,322,283760,333592,272672,320068,47.0,53.0,Zomato Better,Parking; Live Music; Outdoor Seating; Smoking Area,4,True,True,True,2025-04-26,384
REST001143,Restaurant_1143,Delhi,Delhi_Locality_16,Food Truck,Fast Food; Mediterranean,8.8,07:00,23:00,2428,3.8,169,3.6,1225,3.7,1258,Luxury,64,64,32,47,20.0,18.0,14,15,121,115,121774,118629,117902,114949,62.0,38.0,Swiggy Better,Family Friendly; Takeaway; AC; WiFi; Rooftop,5,True,True,True,2017-09-02,3177
REST001144,Restaurant_1144,Delhi,Delhi_Locality_1,Fine Dine,Bakery; Multi-Cuisine,12.6,11:00,22:00,3098,3.3,4002,4.2,4271,3.75,274,Budget,83,83,44,49,18.0,16.0,11,17,141,179,31679,41198,25828,33770,51.0,49.0,Zomato Better,Dine-in; Family Friendly; Rooftop; Bar,4,True,True,False,2023-03-24,1148
REST001145,Restaurant_1145,Delhi,Delhi_Locality_16,Food Truck,Continental; Mexican,11.0,10:00,23:00,2245,4.2,3367,3.9,2857,4.05,271,Budget,75,75,52,39,19.0,19.0,20,12,131,122,28755,26780,23843,22205,58.0,42.0,Swiggy Better,AC; Family Friendly; Smoking Area; Parking,4,False,True,True,2017-08-13,3197
REST001146,Restaurant_1146,Delhi,Delhi_Locality_19,Food Truck,Italian,4.4,11:00,23:00,1982,4.9,340,4.0,1597,4.45,779,Premium,42,42,32,36,18.0,23.0,22,17,149,122,95178,73179,92049,70617,48.0,52.0,Swiggy Better,Live Music; Outdoor Seating; Bar,3,False,False,True,2022-06-01,1444
REST001147,Restaurant_1147,Delhi,Delhi_Locality_1,QSR (Quick Service),Street Food,9.4,07:00,23:00,2961,4.0,331,3.3,3131,3.65,615,Mid-Range,67,67,41,48,21.0,19.0,22,12,253,208,122920,103615,114444,96647,52.0,48.0,Swiggy Better,Takeaway; Outdoor Seating; Parking; Bar; Alcohol,5,True,False,True,2017-10-06,3143
REST001148,Restaurant_1148,Delhi,Delhi_Locality_13,Fine Dine,Pan-Asian; Bakery,11.0,10:00,22:00,3171,4.2,1898,4.4,1788,4.3,678,Mid-Range,75,75,51,51,14.0,17.0,17,24,180,189,104954,106357,98204,99270,45.0,55.0,Zomato Better,Smoking Area; Rooftop; Live Music; Family Friendly,4,True,True,True,2022-07-05,1410
REST001149,Restaurant_1149,Delhi,Delhi_Locality_8,Fine Dine,South Indian,10.9,12:00,22:00,3407,4.6,2567,4.0,1177,4.3,1491,Luxury,74,74,49,58,16.0,12.0,26,16,202,176,252992,230926,245518,224414,41.0,59.0,Swiggy Better,Smoking Area; Rooftop; Live Music; Dessert Bar,4,True,True,False,2020-04-22,2214
REST001150,Restaurant_1150,Delhi,Delhi_Locality_5,QSR (Quick Service),Mediterranean; Chinese,5.7,11:00,22:00,2024,4.0,837,4.3,4863,4.15,1222,Luxury,48,48,38,29,23.0,21.0,25,23,229,247,215475,238448,209979,232520,52.0,48.0,Zomato Better,Dessert Bar; AC; Alcohol; Dine-in; Smoking Area; Private Room; WiFi,7,False,False,False,2022-11-04,1288
REST001151,Restaurant_1151,Delhi,Delhi_Locality_16,Cafe,Continental,10.2,08:00,23:00,2239,3.8,2380,3.8,256,3.8,811,Premium,71,71,46,48,18.0,23.0,14,11,178,178,118373,111155,112054,104836,61.0,39.0,Swiggy Better,Alcohol; Parking; Vegan Options; Live Music; WiFi; Outdoor Seating; Smoking Area,7,True,True,False,2023-10-23,935
REST001152,Restaurant_1152,Delhi,Delhi_Locality_17,Food Truck,Vietnamese,13.0,08:00,22:00,2805,4.0,1361,3.9,784,3.95,1366,Luxury,85,85,42,50,20.0,19.0,21,6,132,129,144249,142733,138639,137250,61.0,39.0,Swiggy Better,Dessert Bar; Bar; Dine-in; Outdoor Seating; Parking; Rooftop; AC; Alcohol,8,False,False,True,2019-02-19,2642
REST001153,Restaurant_1153,Delhi,Delhi_Locality_10,Cloud Kitchen,Lebanese,7.7,07:00,23:00,1959,4.2,4367,3.5,3520,3.85,655,Mid-Range,58,58,44,45,23.0,26.0,17,13,319,266,160887,128930,151636,121216,69.0,31.0,Swiggy Better,Outdoor Seating; WiFi; Smoking Area; Family Friendly; AC,5,True,True,False,2025-02-17,452
REST001154,Restaurant_1154,Delhi,Delhi_Locality_15,QSR (Quick Service),Korean; Cafe,4.8,12:00,23:00,2376,4.1,2769,4.5,4896,4.3,741,Premium,44,44,40,34,22.0,19.0,21,33,244,268,141027,160856,135659,154960,52.0,48.0,Zomato Better,Dessert Bar; Parking; Live Music; Takeaway; Family Friendly; Dine-in; Alcohol; Smoking Area,8,True,True,True,2025-09-08,249
REST001155,Restaurant_1155,Delhi,Delhi_Locality_5,Cafe,Chinese,11.2,08:00,23:00,1945,3.9,1384,3.8,2884,3.85,949,Premium,76,76,44,42,22.0,18.0,8,9,177,173,131018,134625,124292,128051,59.0,41.0,Zomato Better,Family Friendly; WiFi; Vegan Options; Live Music; Rooftop; Takeaway; AC,7,False,True,True,2017-05-08,3294
REST001156,Restaurant_1156,Delhi,Delhi_Locality_1,Food Truck,Italian,4.9,10:00,23:00,2157,3.9,3633,3.4,1712,3.65,465,Mid-Range,44,44,31,37,22.0,20.0,14,15,121,105,43886,39060,41224,36750,60.0,40.0,Swiggy Better,Live Music; Dessert Bar; Family Friendly; Alcohol; Parking; Vegan Options; Private Room; WiFi,8,True,False,True,2021-06-16,1794
REST001157,Restaurant_1157,Delhi,Delhi_Locality_7,Food Truck,Biryani,7.7,09:00,23:00,1729,3.7,128,3.6,2349,3.65,866,Premium,58,58,40,31,20.0,23.0,9,9,109,106,75515,70682,72354,67608,59.0,41.0,Swiggy Better,Rooftop; Live Music; Bar; Private Room; Alcohol; Family Friendly,6,True,False,True,2024-10-27,565
REST001158,Restaurant_1158,Delhi,Delhi_Locality_12,Cafe,Mughlai,13.8,11:00,22:00,389,3.3,2491,4.3,3691,3.8,1056,Premium,89,89,57,55,20.0,23.0,9,17,125,163,105600,132538,100037,125285,60.0,40.0,Zomato Better,Parking; Dine-in; Vegan Options; AC; Alcohol,5,False,True,True,2020-08-23,2091
REST001159,Restaurant_1159,Delhi,Delhi_Locality_5,Cloud Kitchen,Fast Food; South Indian,4.0,11:00,23:00,2125,3.9,1364,4.7,2182,4.3,605,Mid-Range,40,40,29,42,25.0,26.0,7,23,302,364,137032,162962,130992,155682,62.0,38.0,Zomato Better,Private Room; Takeaway; Dessert Bar; Parking,4,False,True,True,2017-01-23,3399
REST001160,Restaurant_1160,Delhi,Delhi_Locality_17,Food Truck,Street Food,8.4,09:00,23:00,888,3.7,3509,4.2,15,3.95,763,Premium,62,62,40,40,19.0,19.0,11,14,99,113,61184,69837,58115,66334,55.0,45.0,Zomato Better,Dessert Bar; Bar; Takeaway,3,False,True,True,2024-03-14,792
REST001161,Restaurant_1161,Delhi,Delhi_Locality_8,Fine Dine,Mughlai,11.0,12:00,23:00,3372,3.6,4525,2.9,3358,3.25,1179,Premium,75,75,45,39,17.0,12.0,9,6,157,127,153635,131765,147747,127002,50.0,50.0,Swiggy Better,Alcohol; Vegan Options; Live Music; Rooftop; Bar,5,False,True,False,2016-10-23,3491
REST001162,Restaurant_1162,Delhi,Delhi_Locality_4,Cafe,Biryani,12.3,09:00,23:00,2141,4.0,222,3.3,1380,3.65,1350,Luxury,81,81,44,57,20.0,18.0,10,6,186,153,200880,169371,193347,163174,49.0,51.0,Swiggy Better,Private Room; WiFi; Rooftop; Parking,4,False,True,True,2020-03-18,2249
REST001163,Restaurant_1163,Delhi,Delhi_Locality_3,QSR (Quick Service),Japanese,9.2,11:00,22:00,2518,4.1,3071,4.4,306,4.25,879,Premium,66,66,40,49,21.0,21.0,23,24,248,266,172213,184713,164029,175935,58.0,42.0,Zomato Better,Alcohol; AC; Rooftop,3,False,True,True,2020-11-14,2008
REST001164,Restaurant_1164,Delhi,Delhi_Locality_5,Food Truck,North Indian; Vietnamese,9.2,12:00,22:00,865,4.0,4585,3.0,3005,3.5,185,Budget,66,66,32,44,20.0,18.0,17,8,107,80,15836,12136,12305,9496,47.0,53.0,Swiggy Better,Takeaway; Rooftop; Live Music; WiFi,4,False,True,True,2024-10-10,582
REST001165,Restaurant_1165,Delhi,Delhi_Locality_2,Food Truck,Desserts,14.2,08:00,23:00,3416,4.1,3869,3.9,4073,4.0,893,Premium,91,91,48,52,20.0,20.0,22,11,144,137,102873,97872,96321,91639,48.0,52.0,Swiggy Better,Takeaway; Bar; Outdoor Seating,3,False,True,True,2018-03-16,2982
REST001166,Restaurant_1166,Delhi,Delhi_Locality_19,Cafe,Cafe; Mediterranean,15.0,07:00,23:00,1547,3.8,1386,4.5,912,4.15,391,Mid-Range,95,95,53,54,20.0,22.0,15,24,165,196,51612,59776,43774,50466,58.0,42.0,Zomato Better,Bar; Dessert Bar; Rooftop; Live Music; Private Room; Vegan Options; Smoking Area; Alcohol,8,True,True,False,2022-08-25,1359
REST001167,Restaurant_1167,Delhi,Delhi_Locality_5,Food Truck,Thai; Korean,1.4,08:00,22:00,3257,4.2,2802,4.2,4925,4.2,1031,Premium,30,30,20,25,23.0,22.0,10,22,145,145,115111,116606,112936,114431,59.0,41.0,Zomato Better,Takeaway; Vegan Options; Rooftop; AC; Alcohol; Dine-in; WiFi; Parking,8,True,False,True,2024-06-16,698
REST001168,Restaurant_1168,Delhi,Delhi_Locality_14,Fine Dine,Continental; Bakery,0.6,10:00,23:00,531,4.2,4571,3.1,119,3.65,668,Mid-Range,30,30,25,35,12.0,15.0,12,14,135,99,79358,56212,77333,54727,46.0,54.0,Swiggy Better,Smoking Area; Takeaway; WiFi; Dine-in; Alcohol; Live Music,6,False,False,False,2019-12-19,2339
REST001169,Restaurant_1169,Delhi,Delhi_Locality_12,QSR (Quick Service),Desserts,0.9,07:00,23:00,1684,4.4,294,3.2,3401,3.8,419,Mid-Range,30,30,24,21,20.0,20.0,21,14,243,177,81453,59330,77808,56675,52.0,48.0,Swiggy Better,Dine-in; Family Friendly; WiFi; Outdoor Seating; Vegan Options; Rooftop; Takeaway; Dessert Bar,8,True,True,False,2023-01-12,1219
REST001170,Restaurant_1170,Delhi,Delhi_Locality_14,Cloud Kitchen,Lebanese,3.1,08:00,23:00,3503,3.4,4964,4.2,711,3.8,1379,Luxury,35,35,32,28,28.0,28.0,12,14,301,372,298856,369351,293589,362841,57.0,43.0,Zomato Better,Dessert Bar; AC; Takeaway; Family Friendly; WiFi; Private Room; Alcohol,7,False,True,False,2024-10-11,581
REST001171,Restaurant_1171,Delhi,Delhi_Locality_3,Casual Dining,Vietnamese; Mediterranean,2.3,10:00,22:00,1628,4.1,3576,3.5,74,3.8,538,Mid-Range,31,31,27,35,23.0,22.0,23,12,225,192,93208,80570,89721,77594,44.0,56.0,Swiggy Better,Dine-in; Takeaway; AC; Parking; Rooftop; Outdoor Seating; Family Friendly; Alcohol,8,False,True,True,2024-07-07,677
REST001172,Restaurant_1172,Delhi,Delhi_Locality_3,QSR (Quick Service),Multi-Cuisine; Bakery,10.9,09:00,22:00,634,3.8,2796,5.0,1250,4.4,849,Premium,74,74,49,42,20.0,21.0,13,39,185,244,125652,163653,118807,154625,46.0,54.0,Zomato Better,Vegan Options; AC; Takeaway; Family Friendly; Outdoor Seating,5,True,False,True,2016-10-06,3508
REST001173,Restaurant_1173,Delhi,Delhi_Locality_12,QSR (Quick Service),Continental,13.7,09:00,22:00,962,4.0,985,3.7,4229,3.85,707,Premium,88,88,48,56,23.0,21.0,19,15,203,188,110511,105003,101579,96731,52.0,48.0,Swiggy Better,Live Music; Outdoor Seating; Private Room; Bar,4,True,True,True,2019-07-05,2506
REST001174,Restaurant_1174,Delhi,Delhi_Locality_9,Casual Dining,Korean,13.4,12:00,22:00,956,4.1,625,3.7,2312,3.9,213,Budget,87,87,53,45,20.0,19.0,16,15,208,188,35443,32435,26395,24257,52.0,48.0,Swiggy Better,Family Friendly; Private Room; Smoking Area; Vegan Options; Alcohol; Outdoor Seating; WiFi; Dine-in,8,True,True,False,2024-12-31,500
REST001175,Restaurant_1175,Delhi,Delhi_Locality_7,Food Truck,Continental,7.6,12:00,22:00,2347,3.4,359,4.0,4653,3.7,934,Premium,58,58,42,43,19.0,20.0,14,23,107,126,80949,94147,77846,90493,64.0,36.0,Zomato Better,Dessert Bar; Parking; Private Room; Alcohol,4,False,False,False,2023-02-14,1186
REST001176,Restaurant_1176,Delhi,Delhi_Locality_10,Casual Dining,Mexican,7.8,08:00,22:00,2213,4.0,1231,2.8,2586,3.4,786,Premium,59,59,39,43,18.0,18.0,24,13,234,164,150817,105701,143914,100863,50.0,50.0,Swiggy Better,Alcohol; Rooftop; Outdoor Seating; Smoking Area; Dine-in; Parking; Dessert Bar; Live Music,8,False,False,True,2022-03-10,1527
REST001177,Restaurant_1177,Delhi,Delhi_Locality_16,Food Truck,Thai,2.8,10:00,23:00,1103,3.6,3113,4.1,372,3.85,1240,Luxury,33,33,34,35,19.0,21.0,13,24,99,113,99435,110694,97802,108830,55.0,45.0,Zomato Better,Bar; Dessert Bar; Outdoor Seating,3,True,False,True,2022-10-10,1313
REST001178,Restaurant_1178,Delhi,Delhi_Locality_13,Fine Dine,Biryani; Bakery,8.6,08:00,22:00,2504,3.5,1126,4.5,3255,4.0,412,Mid-Range,63,63,48,46,14.0,17.0,6,28,141,181,49959,61894,45517,56193,47.0,53.0,Zomato Better,Live Music; Dine-in; Dessert Bar; Takeaway; Private Room,5,False,True,False,2023-03-06,1166
REST001179,Restaurant_1179,Delhi,Delhi_Locality_20,QSR (Quick Service),Continental,6.0,09:00,23:00,1282,3.6,1759,4.9,576,4.25,1368,Luxury,50,50,39,27,18.0,22.0,8,27,190,259,213134,276363,208384,269888,47.0,53.0,Zomato Better,Smoking Area; WiFi; Rooftop; Vegan Options,4,False,True,False,2019-04-24,2578
REST001180,Restaurant_1180,Delhi,Delhi_Locality_1,Food Truck,Street Food,11.4,08:00,23:00,3086,4.1,4922,4.3,4075,4.2,896,Premium,77,77,47,41,20.0,19.0,12,12,139,146,99635,105960,94283,100339,52.0,48.0,Zomato Better,Alcohol; AC; Dine-in; Bar; Outdoor Seating; Takeaway,6,False,True,False,2020-09-09,2074
REST001181,Restaurant_1181,Delhi,Delhi_Locality_8,Casual Dining,Street Food,8.0,09:00,22:00,2041,4.3,972,3.9,1322,4.1,492,Mid-Range,60,60,44,50,20.0,23.0,24,5,247,224,97219,84860,89809,78140,45.0,55.0,Swiggy Better,Family Friendly; Live Music; Dessert Bar; Takeaway; WiFi,5,True,False,False,2020-01-22,2305
REST001182,Restaurant_1182,Delhi,Delhi_Locality_16,QSR (Quick Service),Street Food,4.2,07:00,22:00,1910,3.7,2903,4.2,3304,3.95,175,Budget,41,41,46,33,21.0,18.0,13,14,210,238,29032,34153,24727,29274,53.0,47.0,Zomato Better,Private Room; Outdoor Seating; Rooftop,3,True,True,True,2019-10-10,2409
REST001183,Restaurant_1183,Delhi,Delhi_Locality_6,Food Truck,Mexican; Japanese,7.5,09:00,23:00,3266,4.2,1775,4.2,4914,4.2,571,Mid-Range,57,57,40,40,22.0,21.0,23,15,145,145,64580,65408,60447,61275,51.0,49.0,Zomato Better,Rooftop; Dine-in; AC; Smoking Area; Dessert Bar; Bar; Private Room; WiFi,8,False,True,True,2025-03-24,417
REST001184,Restaurant_1184,Delhi,Delhi_Locality_7,Casual Dining,Desserts; Desserts,15.0,12:00,23:00,2164,2.6,760,3.2,931,2.9,1216,Luxury,95,95,47,43,19.0,18.0,9,7,151,186,148728,185464,141556,176629,52.0,48.0,Zomato Better,Dine-in; Private Room; AC,3,True,False,True,2020-01-15,2312
REST001185,Restaurant_1185,Delhi,Delhi_Locality_8,Cloud Kitchen,North Indian,11.9,12:00,22:00,1063,4.4,2779,4.2,4756,4.3,866,Premium,79,79,56,45,27.0,26.0,18,15,302,288,190918,184561,178989,173185,71.0,29.0,Swiggy Better,Vegan Options; Live Music; Family Friendly,3,True,True,False,2023-12-13,884
REST001186,Restaurant_1186,Delhi,Delhi_Locality_16,Casual Dining,Mediterranean,3.1,10:00,23:00,1667,3.5,3009,3.9,4662,3.7,579,Mid-Range,35,35,27,36,22.0,19.0,12,9,193,215,87162,100832,83785,97070,41.0,59.0,Zomato Better,Takeaway; Vegan Options; Parking; Live Music; Alcohol; Dine-in; Dessert Bar,7,False,True,False,2021-06-10,1800
REST001187,Restaurant_1187,Delhi,Delhi_Locality_20,Casual Dining,Bakery,0.7,10:00,23:00,3353,4.6,281,4.5,779,4.55,303,Mid-Range,30,30,32,29,20.0,17.0,19,25,302,295,73204,74189,68674,69764,45.0,55.0,Zomato Better,Live Music; AC; WiFi; Family Friendly; Vegan Options; Outdoor Seating; Takeaway; Rooftop,8,True,True,False,2026-04-05,40
REST001188,Restaurant_1188,Delhi,Delhi_Locality_15,Fine Dine,Mediterranean; Desserts,10.7,09:00,22:00,105,3.5,1846,4.7,4354,4.1,204,Budget,73,73,41,51,15.0,13.0,12,25,106,143,18380,25379,14511,20160,49.0,51.0,Zomato Better,Vegan Options; Dessert Bar; AC,3,True,True,True,2017-04-22,3310
REST001189,Restaurant_1189,Delhi,Delhi_Locality_10,Casual Dining,Street Food,3.7,07:00,23:00,740,3.6,4645,4.0,3604,3.8,474,Mid-Range,38,38,41,25,20.0,21.0,15,21,178,198,67497,74143,64115,70381,49.0,51.0,Zomato Better,Smoking Area; Dessert Bar; Family Friendly; Vegan Options; Live Music,5,True,False,True,2021-01-19,1942
REST001190,Restaurant_1190,Delhi,Delhi_Locality_20,Fine Dine,Italian; Seafood,1.9,12:00,23:00,1940,4.2,3399,4.7,47,4.45,1350,Luxury,30,30,24,30,16.0,17.0,23,6,159,178,180306,199449,177921,196779,48.0,52.0,Zomato Better,Smoking Area; Rooftop; Alcohol,3,False,False,False,2024-01-15,851
REST001191,Restaurant_1191,Delhi,Delhi_Locality_19,Food Truck,Mediterranean; Multi-Cuisine,4.8,12:00,22:00,900,4.4,2234,4.0,4074,4.2,254,Budget,44,44,36,37,22.0,21.0,21,22,118,107,23378,21470,20782,19116,55.0,45.0,Swiggy Better,Bar; Parking; Alcohol; Family Friendly; Dessert Bar,5,False,False,False,2019-05-07,2565
REST001192,Restaurant_1192,Delhi,Delhi_Locality_15,Food Truck,Lebanese,11.3,09:00,22:00,1458,3.9,2080,4.4,2629,4.15,1476,Luxury,76,76,54,49,22.0,18.0,12,15,112,126,128943,152500,124687,147712,50.0,50.0,Zomato Better,Dessert Bar; Dine-in; Alcohol; Bar; WiFi; Rooftop; AC,7,False,True,False,2019-02-03,2658
REST001193,Restaurant_1193,Delhi,Delhi_Locality_12,QSR (Quick Service),North Indian,4.6,07:00,23:00,3580,3.6,4368,3.9,1778,3.75,556,Mid-Range,42,42,33,29,18.0,21.0,6,8,241,261,109876,114641,104815,109160,53.0,47.0,Zomato Better,Vegan Options; AC; WiFi; Bar; Alcohol; Dine-in,6,False,True,True,2020-12-18,1974
REST001194,Restaurant_1194,Delhi,Delhi_Locality_9,Cloud Kitchen,Bakery,1.8,12:00,23:00,35,4.1,2119,4.7,250,4.4,793,Premium,30,30,35,34,24.0,25.0,24,23,247,283,148861,168314,145156,164069,73.0,27.0,Zomato Better,Live Music; WiFi; AC; Family Friendly,4,False,False,False,2023-04-20,1121
REST001195,Restaurant_1195,Delhi,Delhi_Locality_5,Cloud Kitchen,South Indian,13.6,11:00,23:00,835,4.0,1211,4.4,449,4.2,1328,Luxury,88,88,50,61,23.0,23.0,25,23,267,294,273023,300632,261275,287696,56.0,44.0,Zomato Better,Family Friendly; Rooftop; Alcohol,3,True,False,False,2024-12-31,500
REST001196,Restaurant_1196,Delhi,Delhi_Locality_15,QSR (Quick Service),Thai,7.4,10:00,22:00,2626,2.7,187,3.8,3508,3.25,328,Mid-Range,57,57,39,43,22.0,19.0,12,13,165,232,42213,61637,37511,55025,51.0,49.0,Zomato Better,Live Music; Private Room; Parking; Dine-in; Rooftop; Outdoor Seating; AC,7,True,True,False,2017-10-04,3145
REST001197,Restaurant_1197,Delhi,Delhi_Locality_11,Fine Dine,Mediterranean; Multi-Cuisine,6.8,07:00,23:00,1956,4.7,4448,4.4,990,4.55,477,Mid-Range,54,54,35,36,18.0,17.0,38,13,178,167,69622,66116,64816,61607,51.0,49.0,Swiggy Better,Live Music; Family Friendly; Private Room; WiFi,4,False,False,True,2018-10-01,2783
REST001198,Restaurant_1198,Delhi,Delhi_Locality_16,Cafe,Bakery; Cafe,6.5,10:00,22:00,2080,3.7,105,4.5,4018,4.1,1335,Luxury,52,52,39,38,19.0,21.0,6,20,171,208,184910,219367,180464,213959,61.0,39.0,Zomato Better,WiFi; Dine-in; Family Friendly; Private Room; Rooftop; Alcohol,6,True,False,False,2021-05-04,1837
REST001199,Restaurant_1199,Delhi,Delhi_Locality_9,Food Truck,Bakery; Cafe,8.0,09:00,23:00,3178,4.2,2701,4.9,2342,4.55,164,Budget,60,60,47,33,20.0,20.0,10,26,144,168,18892,22041,14572,17001,57.0,43.0,Zomato Better,Private Room; Family Friendly; Alcohol,3,True,False,False,2017-04-11,3321
REST001200,Restaurant_1200,Delhi,Delhi_Locality_17,Casual Dining,Chinese,5.2,11:00,23:00,2586,5.0,351,3.6,4522,4.3,1300,Luxury,46,46,29,26,21.0,17.0,15,15,304,219,312208,236301,305216,231264,55.0,45.0,Swiggy Better,Family Friendly; Dessert Bar; Parking,3,False,True,False,2016-10-24,3490
REST001201,Restaurant_1201,Delhi,Delhi_Locality_4,Casual Dining,Mexican; South Indian,11.3,08:00,22:00,681,4.4,4909,3.7,3304,4.05,930,Premium,76,76,47,48,22.0,22.0,21,11,216,182,156686,132022,148478,125106,49.0,51.0,Swiggy Better,WiFi; Dine-in; Live Music; Private Room; Family Friendly,5,True,False,True,2023-03-15,1157
REST001202,Restaurant_1202,Delhi,Delhi_Locality_6,Casual Dining,Biryani,0.9,12:00,23:00,627,4.1,2683,4.5,45,4.3,195,Budget,30,30,25,30,20.0,21.0,22,13,200,219,31200,33736,28200,30451,50.0,50.0,Zomato Better,Rooftop; Dine-in; WiFi; Alcohol,4,True,True,True,2019-12-08,2350
REST001203,Restaurant_1203,Delhi,Delhi_Locality_10,Fine Dine,Pan-Asian,10.8,11:00,23:00,920,3.3,4925,4.3,3672,3.8,568,Mid-Range,74,74,41,43,14.0,16.0,15,20,111,145,54221,69182,50114,63817,51.0,49.0,Zomato Better,Alcohol; Private Room; Takeaway; Parking,4,True,True,True,2020-11-02,2020
REST001204,Restaurant_1204,Delhi,Delhi_Locality_14,Cafe,Bakery; Continental,14.0,08:00,23:00,3519,4.1,2822,3.9,1522,4.0,892,Premium,90,90,49,57,20.0,20.0,12,10,218,208,155564,148428,145754,139068,53.0,47.0,Swiggy Better,Vegan Options; Dine-in; Live Music; Private Room; Alcohol,5,True,False,False,2018-02-15,3011
